0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
25.6,39.2,53.6,67.2,80.80000000000001,92.80000000000001,102.4,108.80000000000001,109.60000000000001,107.2,100.80000000000001,91.2,78.4,64.0,49.6,35.2,20.8,12.8,4.800000000000001,1.6,3.2,8.8,7.2,1.6,0.0,1.6,8.8,22.400000000000002,32.0,41.6,51.2,59.2,60.0,61.6,60.0,57.6,26.400000000000002,23.200000000000003,24.0,26.400000000000002,28.0,28.0,24.8,21.6,20.8,23.200000000000003,25.6,25.6,78.4,74.4,72.0,73.60000000000001,72.0,73.60000000000001,76.0,80.80000000000001,82.4,83.2,83.2,81.60000000000001,78.4,76.80000000000001,77.60000000000001,76.80000000000001,76.80000000000001,76.80000000000001,77.60000000000001,77.60000000000001
25.396825396825395,38.095238095238095,51.58730158730158,65.07936507936508,79.36507936507937,92.06349206349206,101.58730158730158,108.73015873015872,109.52380952380952,106.34920634920634,98.4126984126984,88.09523809523809,74.6031746031746,61.11111111111111,46.82539682539682,33.33333333333333,19.841269841269842,12.698412698412698,4.761904761904762,1.5873015873015872,3.1746031746031744,7.142857142857142,6.349206349206349,1.5873015873015872,0.0,1.5873015873015872,7.936507936507936,21.428571428571427,30.95238095238095,40.476190476190474,50.79365079365079,57.93650793650794,59.52380952380952,60.317460317460316,58.73015873015873,56.34920634920635,25.396825396825395,22.22222222222222,22.22222222222222,26.19047619047619,26.984126984126984,27.777777777777775,24.6031746031746,20.634920634920633,19.841269841269842,22.22222222222222,24.6031746031746,25.396825396825395,78.57142857142857,74.6031746031746,71.42857142857143,73.01587301587301,71.42857142857143,73.01587301587301,76.19047619047619,80.15873015873015,82.53968253968253,83.33333333333333,82.53968253968253,81.74603174603175,78.57142857142857,76.98412698412697,76.98412698412697,76.19047619047619,76.19047619047619,76.19047619047619,77.77777777777777,76.98412698412697
28.57142857142857,41.269841269841265,54.76190476190476,68.25396825396825,80.95238095238095,93.65079365079364,103.17460317460316,110.31746031746032,111.1111111111111,107.93650793650794,100.79365079365078,89.68253968253968,76.19047619047619,62.698412698412696,49.2063492063492,34.92063492063492,21.428571428571427,12.698412698412698,5.555555555555555,2.380952380952381,3.1746031746031744,7.936507936507936,7.936507936507936,2.380952380952381,0.0,1.5873015873015872,8.73015873015873,22.22222222222222,31.746031746031743,41.269841269841265,51.58730158730158,59.52380952380952,61.11111111111111,61.9047619047619,60.317460317460316,57.93650793650794,26.19047619047619,23.015873015873016,23.015873015873016,26.984126984126984,28.57142857142857,28.57142857142857,25.396825396825395,21.428571428571427,20.634920634920633,23.015873015873016,26.19047619047619,26.19047619047619,80.15873015873015,76.19047619047619,74.6031746031746,75.39682539682539,73.80952380952381,75.39682539682539,77.77777777777777,81.74603174603175,84.12698412698413,84.92063492063491,84.12698412698413,83.33333333333333,80.15873015873015,78.57142857142857,79.36507936507937,77.77777777777777,77.77777777777777,78.57142857142857,79.36507936507937,79.36507936507937
26.77165354330709,39.37007874015748,52.75590551181103,66.14173228346458,79.52755905511812,91.33858267716536,101.57480314960631,109.4488188976378,110.23622047244095,107.08661417322836,100.0,88.97637795275591,76.37795275590551,62.20472440944882,48.031496062992126,33.85826771653544,20.472440944881892,13.385826771653544,5.511811023622047,2.362204724409449,3.937007874015748,8.661417322834646,7.874015748031496,2.362204724409449,0.0,2.362204724409449,8.661417322834646,22.04724409448819,31.496062992125985,40.944881889763785,51.181102362204726,59.05511811023622,59.84251968503937,61.417322834645674,59.05511811023622,57.480314960629926,25.984251968503937,22.83464566929134,23.62204724409449,26.77165354330709,28.34645669291339,28.34645669291339,25.19685039370079,21.25984251968504,20.472440944881892,22.83464566929134,25.984251968503937,26.77165354330709,78.74015748031496,75.59055118110237,73.22834645669292,74.01574803149607,72.44094488188976,74.01574803149607,76.37795275590551,81.10236220472441,82.67716535433071,83.46456692913387,83.46456692913387,82.67716535433071,78.74015748031496,77.95275590551182,77.95275590551182,77.16535433070867,76.37795275590551,77.95275590551182,78.74015748031496,77.95275590551182
26.984126984126984,39.682539682539684,53.17460317460317,66.66666666666666,80.15873015873015,92.06349206349206,102.38095238095238,109.52380952380952,110.31746031746032,107.14285714285714,99.2063492063492,88.09523809523809,75.39682539682539,61.11111111111111,46.82539682539682,33.33333333333333,19.841269841269842,12.698412698412698,5.555555555555555,2.380952380952381,3.968253968253968,7.936507936507936,7.142857142857142,1.5873015873015872,0.0,1.5873015873015872,7.936507936507936,21.428571428571427,31.746031746031743,41.269841269841265,50.79365079365079,58.73015873015873,59.52380952380952,61.11111111111111,58.73015873015873,57.14285714285714,25.396825396825395,23.015873015873016,23.015873015873016,26.19047619047619,27.777777777777775,27.777777777777775,24.6031746031746,21.428571428571427,20.634920634920633,22.22222222222222,25.396825396825395,26.19047619047619,78.57142857142857,74.6031746031746,72.22222222222221,73.80952380952381,71.42857142857143,73.80952380952381,76.19047619047619,80.15873015873015,82.53968253968253,83.33333333333333,83.33333333333333,81.74603174603175,78.57142857142857,76.98412698412697,77.77777777777777,76.19047619047619,76.19047619047619,76.98412698412697,77.77777777777777,77.77777777777777
23.4375,36.71875,50.0,63.28125,76.5625,88.28125,97.65625,105.46875,107.03125,104.6875,96.875,85.9375,72.65625,59.375,45.3125,32.03125,17.96875,10.9375,3.125,0.78125,2.34375,6.25,5.46875,0.78125,0.0,1.5625,8.59375,19.53125,28.90625,38.28125,47.65625,54.6875,56.25,57.8125,55.46875,53.90625,21.875,19.53125,19.53125,22.65625,24.21875,24.21875,21.875,17.96875,17.96875,19.53125,21.875,22.65625,74.21875,71.09375,67.96875,69.53125,67.96875,69.53125,72.65625,76.5625,78.125,78.90625,78.90625,78.125,74.21875,73.4375,73.4375,72.65625,72.65625,73.4375,74.21875,73.4375
24.21875,37.5,50.78125,64.0625,76.5625,88.28125,97.65625,105.46875,106.25,103.90625,96.09375,85.9375,73.4375,59.375,45.3125,31.25,17.96875,10.9375,3.125,0.78125,1.5625,5.46875,4.6875,0.78125,0.0,1.5625,8.59375,19.53125,28.90625,38.28125,48.4375,54.6875,56.25,57.8125,55.46875,53.90625,22.65625,20.3125,19.53125,23.4375,25.0,25.0,21.875,18.75,17.96875,20.3125,22.65625,22.65625,75.0,71.09375,68.75,70.3125,68.75,70.3125,72.65625,77.34375,78.90625,79.6875,79.6875,78.125,74.21875,73.4375,73.4375,72.65625,72.65625,73.4375,74.21875,73.4375
23.255813953488374,36.434108527131784,49.6124031007752,62.79069767441861,75.96899224806202,87.59689922480621,96.89922480620156,103.87596899224806,105.42635658914729,103.10077519379846,95.34883720930233,85.27131782945737,72.86821705426357,58.91472868217055,44.96124031007752,31.78294573643411,18.6046511627907,10.852713178294575,3.8759689922480622,1.550387596899225,2.3255813953488373,6.2015503875969,5.426356589147288,1.550387596899225,0.0,1.550387596899225,8.527131782945737,19.379844961240313,29.457364341085274,38.759689922480625,48.06201550387597,55.038759689922486,55.81395348837209,57.36434108527132,55.81395348837209,53.48837209302326,23.255813953488374,20.155038759689923,20.155038759689923,23.255813953488374,24.8062015503876,24.8062015503876,22.48062015503876,18.6046511627907,18.6046511627907,20.930232558139537,23.255813953488374,23.255813953488374,74.4186046511628,70.54263565891473,68.2170542635659,68.9922480620155,67.44186046511628,68.9922480620155,72.09302325581396,76.74418604651163,78.29457364341086,79.06976744186046,78.29457364341086,77.51937984496125,73.64341085271319,72.86821705426357,72.86821705426357,72.09302325581396,72.09302325581396,72.86821705426357,73.64341085271319,72.86821705426357
24.615384615384617,36.92307692307693,50.769230769230774,63.07692307692308,75.38461538461539,86.92307692307693,96.15384615384616,103.07692307692308,104.61538461538463,102.3076923076923,94.61538461538463,84.61538461538461,72.3076923076923,59.23076923076923,46.15384615384615,32.30769230769231,19.230769230769234,10.76923076923077,3.8461538461538463,1.5384615384615385,2.307692307692308,6.153846153846154,6.153846153846154,1.5384615384615385,0.0,1.5384615384615385,8.461538461538462,20.0,29.230769230769234,38.46153846153847,47.69230769230769,54.61538461538462,56.15384615384616,57.69230769230769,55.38461538461539,53.84615384615385,23.076923076923077,20.76923076923077,20.76923076923077,23.846153846153847,25.384615384615387,25.384615384615387,22.30769230769231,19.230769230769234,18.461538461538463,20.76923076923077,23.076923076923077,23.076923076923077,73.84615384615385,70.0,67.6923076923077,69.23076923076924,66.92307692307692,69.23076923076924,71.53846153846155,75.38461538461539,76.92307692307693,77.6923076923077,77.6923076923077,76.92307692307693,73.84615384615385,71.53846153846155,72.3076923076923,71.53846153846155,71.53846153846155,71.53846153846155,72.3076923076923,72.3076923076923
23.076923076923077,36.15384615384615,50.0,63.07692307692308,75.38461538461539,86.92307692307693,95.38461538461539,103.07692307692308,103.84615384615385,101.53846153846155,93.84615384615385,84.61538461538461,72.3076923076923,59.23076923076923,45.38461538461539,31.53846153846154,18.461538461538463,10.76923076923077,3.8461538461538463,1.5384615384615385,2.307692307692308,6.153846153846154,5.384615384615385,1.5384615384615385,0.0,0.7692307692307693,6.923076923076923,19.230769230769234,29.230769230769234,38.46153846153847,47.69230769230769,54.61538461538462,56.15384615384616,56.92307692307693,55.38461538461539,53.07692307692308,23.076923076923077,20.76923076923077,20.76923076923077,23.076923076923077,24.615384615384617,24.615384615384617,22.30769230769231,19.230769230769234,18.461538461538463,20.0,22.30769230769231,23.076923076923077,73.84615384615385,69.23076923076924,66.92307692307692,68.46153846153847,66.15384615384616,68.46153846153847,70.76923076923077,74.61538461538461,76.92307692307693,77.6923076923077,77.6923076923077,76.15384615384616,73.07692307692308,71.53846153846155,71.53846153846155,70.76923076923077,71.53846153846155,71.53846153846155,72.3076923076923,71.53846153846155
